City,Date,Card Type,Exp Type,Gender,Amount,Date_as_int,Year,Month,Country
Kolkata,2014-10-08,Platinum,Fuel,F,143098,20141008,2014,Oct,India
Pune,2014-10-31,Silver,Fuel,M,131250,20141031,2014,Oct,India
Jaipur,2014-10-30,Gold,Grocery,M,194723,20141030,2014,Oct,India
Chennai,2014-03-22,Gold,Grocery,M,211067,20140322,2014,Mar,India
Chennai,2014-04-01,Platinum,Entertainment,F,93038,20140401,2014,Apr,India
Surat,2014-12-15,Signature,Fuel,F,282097,20141215,2014,Dec,India
Hyderabad,2015-02-24,Signature,Grocery,M,75283,20150224,2015,Feb,India
Pune,2014-05-13,Gold,Entertainment,F,156277,20140513,2014,May,India
Kolkata,2013-12-06,Gold,Entertainment,F,145661,20131206,2013,Dec,India
Jaipur,2014-06-13,Silver,Grocery,F,291686,20140613,2014,Jun,India
Kanpur,2014-06-11,Gold,Entertainment,F,74529,20140611,2014,Jun,India
Jaipur,2014-06-14,Silver,Grocery,M,9518,20140614,2014,Jun,India
Hyderabad,2014-02-21,Silver,Bills,F,250169,20140221,2014,Feb,India
Jaipur,2014-04-17,Silver,Fuel,F,65414,20140417,2014,Apr,India
Pune,2014-03-07,Silver,Bills,M,294754,20140307,2014,Mar,India
Kanpur,2014-05-08,Platinum,Bills,M,103481,20140508,2014,May,India
Hyderabad,2014-02-26,Gold,Bills,M,72745,20140226,2014,Feb,India
Lucknow,2015-04-10,Silver,Grocery,M,291085,20150410,2015,Apr,India
Kanpur,2015-05-01,Gold,Fuel,F,16621,20150501,2015,May,India
Jaipur,2015-02-02,Signature,Fuel,F,29687,20150202,2015,Feb,India
Hyderabad,2015-05-26,Gold,Grocery,F,113730,20150526,2015,May,India
Hyderabad,2014-07-19,Platinum,Bills,F,156953,20140719,2014,Jul,India
Pune,2014-04-23,Silver,Entertainment,F,165500,20140423,2014,Apr,India
Kanpur,2013-12-31,Gold,Food,F,2924,20131231,2013,Dec,India
Lucknow,2015-03-04,Signature,Entertainment,M,144148,20150304,2015,Mar,India
Kolkata,2013-12-16,Silver,Fuel,F,14780,20131216,2013,Dec,India
Jaipur,2015-05-26,Silver,Fuel,F,292561,20150526,2015,May,India
Jaipur,2015-05-22,Silver,Grocery,F,179239,20150522,2015,May,India
Pune,2014-07-15,Signature,Fuel,F,241951,20140715,2014,Jul,India
Kanpur,2014-08-08,Signature,Fuel,M,50215,20140808,2014,Aug,India
Kanpur,2014-01-03,Gold,Entertainment,M,210660,20140103,2014,Jan,India
Hyderabad,2014-07-09,Signature,Entertainment,F,179248,20140709,2014,Jul,India
Surat,2014-05-24,Signature,Fuel,F,287275,20140524,2014,May,India
Hyderabad,2015-04-02,Silver,Entertainment,M,241494,20150402,2015,Apr,India
Hyderabad,2014-02-15,Silver,Bills,M,287943,20140215,2014,Feb,India
Lucknow,2014-02-18,Silver,Entertainment,F,240660,20140218,2014,Feb,India
Kolkata,2015-05-12,Silver,Bills,F,81513,20150512,2015,May,India
Kolkata,2014-10-10,Platinum,Food,F,139433,20141010,2014,Oct,India
Kolkata,2015-01-26,Silver,Food,F,172010,20150126,2015,Jan,India
Jaipur,2014-02-07,Silver,Bills,F,260858,20140207,2014,Feb,India
Hyderabad,2015-03-29,Platinum,Fuel,F,211018,20150329,2015,Mar,India
Hyderabad,2014-04-04,Platinum,Fuel,F,16576,20140404,2014,Apr,India
Chennai,2015-02-07,Signature,Fuel,M,160191,20150207,2015,Feb,India
Surat,2013-12-28,Silver,Fuel,M,43159,20131228,2013,Dec,India
Lucknow,2014-12-04,Silver,Fuel,F,217620,20141204,2014,Dec,India
Kolkata,2014-02-24,Gold,Food,M,204234,20140224,2014,Feb,India
Hyderabad,2013-12-03,Platinum,Grocery,M,147323,20131203,2013,Dec,India
Jaipur,2014-06-24,Signature,Bills,M,252813,20140624,2014,Jun,India
Kolkata,2014-10-11,Platinum,Fuel,F,94421,20141011,2014,Oct,India
Kolkata,2015-05-22,Gold,Entertainment,F,192742,20150522,2015,May,India
Lucknow,2015-01-18,Platinum,Grocery,F,205743,20150118,2015,Jan,India
Lucknow,2013-10-30,Silver,Fuel,F,84790,20131030,2013,Oct,India
Jaipur,2015-03-13,Gold,Fuel,M,153206,20150313,2015,Mar,India
Kanpur,2014-01-23,Gold,Fuel,F,249419,20140123,2014,Jan,India
Jaipur,2015-04-24,Silver,Entertainment,F,63810,20150424,2015,Apr,India
Kanpur,2015-03-03,Gold,Fuel,M,72138,20150303,2015,Mar,India
Hyderabad,2014-11-15,Silver,Fuel,M,113713,20141115,2014,Nov,India
Pune,2015-02-18,Gold,Grocery,M,178570,20150218,2015,Feb,India
Lucknow,2014-04-15,Platinum,Fuel,F,154543,20140415,2014,Apr,India
Chennai,2015-04-24,Silver,Bills,F,68492,20150424,2015,Apr,India
Jaipur,2014-05-23,Silver,Fuel,F,69876,20140523,2014,May,India
Jaipur,2015-02-05,Silver,Fuel,M,268015,20150205,2015,Feb,India
Chennai,2015-02-02,Platinum,Entertainment,M,137818,20150202,2015,Feb,India
Surat,2014-10-13,Gold,Food,F,125559,20141013,2014,Oct,India
Kanpur,2013-12-08,Signature,Fuel,M,292499,20131208,2013,Dec,India
Kolkata,2014-03-04,Silver,Fuel,F,29242,20140304,2014,Mar,India
Chennai,2015-03-04,Gold,Food,M,93184,20150304,2015,Mar,India
Kanpur,2015-04-04,Silver,Grocery,F,77773,20150404,2015,Apr,India
Lucknow,2014-05-27,Platinum,Food,F,64558,20140527,2014,May,India
Hyderabad,2015-02-01,Silver,Food,F,163853,20150201,2015,Feb,India
Jaipur,2014-04-05,Silver,Food,M,242111,20140405,2014,Apr,India
Pune,2014-01-25,Signature,Grocery,F,77223,20140125,2014,Jan,India
Pune,2015-04-23,Platinum,Fuel,F,32782,20150423,2015,Apr,India
Lucknow,2015-01-18,Signature,Food,F,278163,20150118,2015,Jan,India
Kanpur,2014-01-22,Signature,Grocery,M,33958,20140122,2014,Jan,India
Kolkata,2014-01-19,Silver,Entertainment,M,161332,20140119,2014,Jan,India
Hyderabad,2014-01-23,Platinum,Fuel,M,120572,20140123,2014,Jan,India
Chennai,2014-07-01,Signature,Fuel,F,130319,20140701,2014,Jul,India
Kolkata,2015-03-31,Gold,Food,M,150789,20150331,2015,Mar,India
Lucknow,2014-08-02,Silver,Fuel,F,9263,20140802,2014,Aug,India
Surat,2015-05-05,Silver,Grocery,F,82717,20150505,2015,May,India
Kolkata,2014-12-14,Gold,Bills,F,87689,20141214,2014,Dec,India
Hyderabad,2014-07-08,Gold,Entertainment,F,167866,20140708,2014,Jul,India
Kanpur,2015-04-27,Signature,Fuel,M,134613,20150427,2015,Apr,India
Surat,2015-05-15,Silver,Entertainment,F,239371,20150515,2015,May,India
Kolkata,2014-11-09,Signature,Entertainment,F,187769,20141109,2014,Nov,India
Lucknow,2014-05-23,Signature,Entertainment,F,145169,20140523,2014,May,India
Jaipur,2014-09-06,Platinum,Entertainment,F,117092,20140906,2014,Sep,India
Jaipur,2015-02-14,Silver,Entertainment,M,222694,20150214,2015,Feb,India
Chennai,2013-12-07,Gold,Entertainment,F,59880,20131207,2013,Dec,India
Surat,2014-03-29,Silver,Grocery,M,97225,20140329,2014,Mar,India
Surat,2014-11-09,Gold,Food,F,13467,20141109,2014,Nov,India
Jaipur,2013-12-07,Gold,Entertainment,M,185673,20131207,2013,Dec,India
Surat,2013-10-07,Platinum,Fuel,M,97550,20131007,2013,Oct,India
Kanpur,2014-07-20,Signature,Entertainment,F,36673,20140720,2014,Jul,India
Kanpur,2013-12-25,Gold,Grocery,M,261773,20131225,2013,Dec,India
Kanpur,2014-08-30,Signature,Fuel,F,278224,20140830,2014,Aug,India
Pune,2014-04-29,Gold,Grocery,M,1845,20140429,2014,Apr,India
Lucknow,2014-06-15,Platinum,Grocery,M,44298,20140615,2014,Jun,India
Lucknow,2014-01-23,Gold,Bills,F,121460,20140123,2014,Jan,India
Lucknow,2013-10-23,Signature,Food,M,51724,20131023,2013,Oct,India
Kolkata,2015-01-03,Platinum,Entertainment,M,41600,20150103,2015,Jan,India
Lucknow,2014-01-18,Signature,Bills,M,103955,20140118,2014,Jan,India
Kanpur,2014-07-05,Silver,Bills,F,40282,20140705,2014,Jul,India
Surat,2014-02-20,Silver,Grocery,M,43887,20140220,2014,Feb,India
Kolkata,2013-10-09,Gold,Entertainment,F,201943,20131009,2013,Oct,India
Chennai,2013-10-29,Signature,Bills,F,269338,20131029,2013,Oct,India
Jaipur,2015-02-03,Silver,Entertainment,M,136560,20150203,2015,Feb,India
Kanpur,2014-06-23,Gold,Entertainment,F,271123,20140623,2014,Jun,India
Chennai,2014-04-18,Gold,Bills,F,95887,20140418,2014,Apr,India
Lucknow,2014-02-18,Signature,Grocery,M,241292,20140218,2014,Feb,India
Hyderabad,2015-03-10,Platinum,Entertainment,M,208097,20150310,2015,Mar,India
Pune,2015-03-18,Signature,Grocery,F,114357,20150318,2015,Mar,India
Surat,2014-10-23,Gold,Bills,F,46259,20141023,2014,Oct,India
Hyderabad,2015-01-16,Platinum,Grocery,M,138891,20150116,2015,Jan,India
Pune,2013-12-03,Signature,Fuel,F,158049,20131203,2013,Dec,India
Pune,2014-06-08,Signature,Fuel,F,173477,20140608,2014,Jun,India
Kolkata,2014-01-16,Silver,Grocery,F,87258,20140116,2014,Jan,India
Kolkata,2014-08-11,Platinum,Grocery,M,254630,20140811,2014,Aug,India
Jaipur,2014-06-22,Silver,Food,M,154615,20140622,2014,Jun,India
Jaipur,2015-01-02,Gold,Food,M,196869,20150102,2015,Jan,India
Kanpur,2014-06-11,Silver,Entertainment,F,139943,20140611,2014,Jun,India
Kanpur,2014-08-25,Gold,Bills,M,50895,20140825,2014,Aug,India
Surat,2013-12-07,Platinum,Entertainment,F,40131,20131207,2013,Dec,India
Lucknow,2014-01-02,Signature,Bills,F,45321,20140102,2014,Jan,India
Hyderabad,2015-02-03,Gold,Bills,F,222794,20150203,2015,Feb,India
Pune,2013-10-09,Signature,Grocery,M,239906,20131009,2013,Oct,India
Kolkata,2015-01-29,Signature,Bills,F,292954,20150129,2015,Jan,India
Chennai,2014-04-27,Signature,Food,F,144049,20140427,2014,Apr,India
Jaipur,2015-01-04,Silver,Bills,M,48103,20150104,2015,Jan,India
Surat,2013-12-22,Signature,Fuel,F,278895,20131222,2013,Dec,India
Lucknow,2014-05-06,Signature,Bills,F,175963,20140506,2014,May,India
Pune,2014-08-16,Signature,Fuel,M,96710,20140816,2014,Aug,India
Lucknow,2013-11-12,Gold,Grocery,F,31207,20131112,2013,Nov,India
Pune,2015-05-22,Platinum,Food,M,271362,20150522,2015,May,India
Lucknow,2014-11-29,Platinum,Bills,M,291056,20141129,2014,Nov,India
Kolkata,2015-03-06,Signature,Fuel,F,100430,20150306,2015,Mar,India
Hyderabad,2015-01-27,Gold,Food,F,132351,20150127,2015,Jan,India
Jaipur,2014-12-03,Gold,Entertainment,M,97834,20141203,2014,Dec,India
Chennai,2015-04-07,Platinum,Food,F,152765,20150407,2015,Apr,India
Hyderabad,2015-02-20,Signature,Fuel,M,196704,20150220,2015,Feb,India
Kolkata,2014-10-17,Gold,Bills,M,272982,20141017,2014,Oct,India
Kolkata,2014-01-06,Platinum,Food,F,197366,20140106,2014,Jan,India
Hyderabad,2015-05-15,Gold,Bills,F,83686,20150515,2015,May,India
Chennai,2014-09-07,Gold,Grocery,M,276646,20140907,2014,Sep,India
Hyderabad,2014-04-26,Gold,Bills,F,129102,20140426,2014,Apr,India
Pune,2014-12-25,Gold,Entertainment,M,223517,20141225,2014,Dec,India
Pune,2015-01-17,Silver,Fuel,M,134132,20150117,2015,Jan,India
Chennai,2014-07-29,Gold,Grocery,M,71372,20140729,2014,Jul,India
Chennai,2014-11-27,Platinum,Grocery,M,70323,20141127,2014,Nov,India
Surat,2014-06-17,Signature,Fuel,F,197422,20140617,2014,Jun,India
Chennai,2014-06-19,Gold,Fuel,F,243795,20140619,2014,Jun,India
Chennai,2014-05-07,Platinum,Grocery,M,97386,20140507,2014,May,India
Kolkata,2014-11-04,Signature,Bills,F,9371,20141104,2014,Nov,India
Jaipur,2013-11-22,Gold,Grocery,F,151025,20131122,2013,Nov,India
Kanpur,2013-12-23,Signature,Bills,M,175718,20131223,2013,Dec,India
Lucknow,2014-08-05,Platinum,Grocery,M,9550,20140805,2014,Aug,India
Jaipur,2014-03-30,Platinum,Entertainment,M,175301,20140330,2014,Mar,India
Surat,2014-10-06,Signature,Fuel,M,59915,20141006,2014,Oct,India
Lucknow,2014-10-05,Gold,Entertainment,F,54901,20141005,2014,Oct,India
Kanpur,2014-10-22,Signature,Entertainment,M,12426,20141022,2014,Oct,India
Kolkata,2014-04-17,Signature,Fuel,M,206572,20140417,2014,Apr,India
Kanpur,2014-05-06,Gold,Entertainment,F,16556,20140506,2014,May,India
Hyderabad,2014-01-03,Signature,Grocery,M,263778,20140103,2014,Jan,India
Pune,2015-02-19,Signature,Food,F,204965,20150219,2015,Feb,India
Lucknow,2015-04-08,Silver,Bills,F,192024,20150408,2015,Apr,India
Kolkata,2015-05-03,Gold,Fuel,M,272113,20150503,2015,May,India
Jaipur,2015-03-26,Silver,Grocery,F,284743,20150326,2015,Mar,India
Pune,2014-07-14,Signature,Entertainment,F,54084,20140714,2014,Jul,India
Hyderabad,2014-10-22,Signature,Food,M,178066,20141022,2014,Oct,India
Surat,2013-12-15,Silver,Bills,F,21729,20131215,2013,Dec,India
Pune,2013-10-20,Platinum,Grocery,M,159673,20131020,2013,Oct,India
Kolkata,2013-10-10,Signature,Food,F,127034,20131010,2013,Oct,India
Kolkata,2014-08-21,Platinum,Bills,F,32391,20140821,2014,Aug,India
Chennai,2014-10-28,Signature,Grocery,F,49679,20141028,2014,Oct,India
Jaipur,2013-10-05,Silver,Food,M,54159,20131005,2013,Oct,India
Surat,2014-03-11,Gold,Grocery,F,222253,20140311,2014,Mar,India
Jaipur,2014-04-25,Platinum,Fuel,M,150818,20140425,2014,Apr,India
Jaipur,2014-01-04,Signature,Food,F,122932,20140104,2014,Jan,India
Surat,2015-03-01,Gold,Fuel,F,233209,20150301,2015,Mar,India
Kolkata,2014-06-29,Platinum,Entertainment,M,251497,20140629,2014,Jun,India
Kanpur,2015-01-15,Silver,Food,M,15797,20150115,2015,Jan,India
Lucknow,2014-03-22,Signature,Food,F,36960,20140322,2014,Mar,India
Surat,2014-12-21,Signature,Entertainment,M,256645,20141221,2014,Dec,India
Kolkata,2015-02-18,Gold,Grocery,F,78007,20150218,2015,Feb,India
Lucknow,2014-09-28,Gold,Food,M,95034,20140928,2014,Sep,India
Chennai,2015-05-12,Gold,Fuel,F,294957,20150512,2015,May,India
Jaipur,2015-02-27,Signature,Bills,M,82421,20150227,2015,Feb,India
Chennai,2014-08-02,Signature,Grocery,F,249018,20140802,2014,Aug,India
Pune,2014-02-20,Signature,Food,F,112716,20140220,2014,Feb,India
Lucknow,2015-01-30,Signature,Bills,M,44125,20150130,2015,Jan,India
Lucknow,2015-05-22,Signature,Food,M,41082,20150522,2015,May,India
Pune,2014-10-19,Silver,Fuel,M,226868,20141019,2014,Oct,India
Hyderabad,2014-06-14,Gold,Bills,F,183592,20140614,2014,Jun,India
Surat,2014-11-16,Platinum,Food,M,274409,20141116,2014,Nov,India
Lucknow,2014-07-25,Gold,Bills,F,144594,20140725,2014,Jul,India
Jaipur,2015-05-06,Signature,Bills,F,299520,20150506,2015,May,India
Kanpur,2014-05-04,Gold,Food,M,241024,20140504,2014,May,India
Lucknow,2014-02-18,Platinum,Entertainment,F,93341,20140218,2014,Feb,India
Kanpur,2014-09-18,Signature,Fuel,F,134671,20140918,2014,Sep,India
Kolkata,2014-02-17,Platinum,Bills,M,202401,20140217,2014,Feb,India
Surat,2013-12-18,Platinum,Entertainment,F,201407,20131218,2013,Dec,India
Kanpur,2014-05-19,Gold,Entertainment,F,214606,20140519,2014,May,India
Surat,2014-07-12,Signature,Entertainment,M,240134,20140712,2014,Jul,India
Hyderabad,2014-07-23,Silver,Grocery,F,125418,20140723,2014,Jul,India
Kolkata,2015-01-02,Gold,Entertainment,F,203127,20150102,2015,Jan,India
Lucknow,2013-11-27,Gold,Entertainment,M,269330,20131127,2013,Nov,India
Jaipur,2014-04-16,Gold,Entertainment,F,93150,20140416,2014,Apr,India
Surat,2014-01-23,Gold,Bills,F,40743,20140123,2014,Jan,India
Kanpur,2015-02-05,Silver,Entertainment,M,11641,20150205,2015,Feb,India
Pune,2014-09-14,Gold,Grocery,M,28579,20140914,2014,Sep,India
Chennai,2015-03-12,Silver,Entertainment,M,25500,20150312,2015,Mar,India
Pune,2014-12-31,Signature,Fuel,F,167430,20141231,2014,Dec,India
Lucknow,2014-10-01,Platinum,Food,M,219663,20141001,2014,Oct,India
Kanpur,2014-12-27,Gold,Food,M,41430,20141227,2014,Dec,India
Lucknow,2014-12-28,Signature,Entertainment,M,84363,20141228,2014,Dec,India
Chennai,2014-06-08,Signature,Fuel,M,207982,20140608,2014,Jun,India
Kanpur,2014-06-22,Signature,Food,M,85201,20140622,2014,Jun,India
Jaipur,2014-09-09,Gold,Food,M,100846,20140909,2014,Sep,India
Jaipur,2014-08-30,Platinum,Bills,F,91108,20140830,2014,Aug,India
Pune,2014-04-23,Silver,Fuel,F,94807,20140423,2014,Apr,India
Surat,2014-04-09,Signature,Entertainment,F,298342,20140409,2014,Apr,India
Kolkata,2015-03-19,Gold,Fuel,F,162723,20150319,2015,Mar,India
Kanpur,2013-12-09,Silver,Bills,F,8535,20131209,2013,Dec,India
Pune,2015-01-30,Silver,Food,M,223229,20150130,2015,Jan,India
Lucknow,2014-07-12,Gold,Grocery,F,18946,20140712,2014,Jul,India
Lucknow,2014-12-14,Gold,Food,F,72562,20141214,2014,Dec,India
Pune,2015-01-29,Platinum,Entertainment,M,256513,20150129,2015,Jan,India
Pune,2014-03-02,Platinum,Entertainment,M,107254,20140302,2014,Mar,India
Pune,2014-09-01,Gold,Bills,F,266250,20140901,2014,Sep,India
Kanpur,2014-11-15,Gold,Bills,M,60207,20141115,2014,Nov,India
Surat,2015-05-26,Silver,Fuel,F,143502,20150526,2015,May,India
Pune,2014-05-30,Silver,Bills,F,182974,20140530,2014,May,India
Pune,2014-07-21,Gold,Fuel,F,220644,20140721,2014,Jul,India
Hyderabad,2015-04-12,Gold,Entertainment,M,14650,20150412,2015,Apr,India
Lucknow,2014-07-04,Platinum,Entertainment,F,55073,20140704,2014,Jul,India
Hyderabad,2014-11-19,Signature,Entertainment,M,132707,20141119,2014,Nov,India
Lucknow,2014-03-31,Signature,Bills,M,165835,20140331,2014,Mar,India
Lucknow,2015-04-25,Signature,Bills,F,291891,20150425,2015,Apr,India
Lucknow,2014-01-21,Gold,Fuel,M,238228,20140121,2014,Jan,India
Lucknow,2013-12-02,Gold,Grocery,F,202899,20131202,2013,Dec,India
Jaipur,2013-11-21,Silver,Grocery,M,104510,20131121,2013,Nov,India
Hyderabad,2013-10-14,Platinum,Entertainment,F,111712,20131014,2013,Oct,India
Kolkata,2014-08-10,Platinum,Food,M,114970,20140810,2014,Aug,India
Pune,2014-03-18,Gold,Grocery,M,53299,20140318,2014,Mar,India
Lucknow,2014-08-07,Silver,Grocery,M,68290,20140807,2014,Aug,India
Jaipur,2014-08-22,Silver,Grocery,F,180080,20140822,2014,Aug,India
Surat,2015-01-16,Gold,Fuel,M,160471,20150116,2015,Jan,India
Kolkata,2013-12-07,Silver,Fuel,M,259812,20131207,2013,Dec,India
Kolkata,2015-04-07,Gold,Bills,F,159169,20150407,2015,Apr,India
Surat,2015-05-09,Platinum,Entertainment,M,159155,20150509,2015,May,India
Surat,2014-01-19,Signature,Entertainment,M,22983,20140119,2014,Jan,India
Kanpur,2015-02-19,Gold,Bills,F,29231,20150219,2015,Feb,India
Lucknow,2014-02-10,Platinum,Bills,M,115337,20140210,2014,Feb,India
Kanpur,2014-10-09,Signature,Grocery,M,67780,20141009,2014,Oct,India
Hyderabad,2014-04-24,Gold,Fuel,M,206869,20140424,2014,Apr,India
Kanpur,2013-12-12,Signature,Bills,F,230136,20131212,2013,Dec,India
Hyderabad,2013-10-20,Silver,Bills,M,100283,20131020,2013,Oct,India
Jaipur,2014-04-15,Signature,Grocery,F,81187,20140415,2014,Apr,India
Hyderabad,2014-03-30,Platinum,Fuel,M,137671,20140330,2014,Mar,India
Chennai,2014-02-20,Signature,Bills,M,190463,20140220,2014,Feb,India
Pune,2014-08-28,Silver,Fuel,F,294797,20140828,2014,Aug,India
Kolkata,2013-10-10,Platinum,Fuel,F,137465,20131010,2013,Oct,India
Lucknow,2013-10-16,Gold,Entertainment,F,11281,20131016,2013,Oct,India
Hyderabad,2015-04-25,Signature,Bills,M,84252,20150425,2015,Apr,India
Pune,2015-05-19,Gold,Fuel,F,54339,20150519,2015,May,India
Lucknow,2014-10-02,Silver,Bills,F,274954,20141002,2014,Oct,India
Lucknow,2014-09-27,Signature,Grocery,F,44117,20140927,2014,Sep,India
Lucknow,2015-04-13,Silver,Food,F,37264,20150413,2015,Apr,India
Kolkata,2014-04-20,Signature,Bills,F,131047,20140420,2014,Apr,India
Pune,2014-10-14,Silver,Entertainment,F,120608,20141014,2014,Oct,India
Kanpur,2014-06-05,Gold,Bills,F,172221,20140605,2014,Jun,India
Pune,2014-08-15,Silver,Grocery,F,60975,20140815,2014,Aug,India
Surat,2014-06-30,Platinum,Bills,F,5135,20140630,2014,Jun,India
Jaipur,2013-12-27,Signature,Grocery,F,106953,20131227,2013,Dec,India
Pune,2015-04-03,Silver,Fuel,F,51700,20150403,2015,Apr,India
Chennai,2015-05-14,Platinum,Fuel,M,243595,20150514,2015,May,India
Pune,2015-05-20,Platinum,Fuel,F,24880,20150520,2015,May,India
Surat,2014-07-21,Signature,Fuel,M,273008,20140721,2014,Jul,India
Kanpur,2015-04-19,Signature,Entertainment,M,33313,20150419,2015,Apr,India
Hyderabad,2014-10-26,Signature,Entertainment,F,15218,20141026,2014,Oct,India
Pune,2014-12-15,Platinum,Food,M,266566,20141215,2014,Dec,India
Kanpur,2015-03-09,Platinum,Grocery,M,210387,20150309,2015,Mar,India
Kanpur,2015-02-27,Silver,Grocery,F,144588,20150227,2015,Feb,India
Hyderabad,2014-06-15,Signature,Entertainment,M,12435,20140615,2014,Jun,India
Kanpur,2013-12-08,Gold,Bills,F,118621,20131208,2013,Dec,India
Jaipur,2013-12-15,Signature,Food,F,65903,20131215,2013,Dec,India
Surat,2014-07-15,Signature,Fuel,F,18429,20140715,2014,Jul,India
Lucknow,2014-09-13,Platinum,Bills,M,22824,20140913,2014,Sep,India
Kolkata,2013-10-07,Platinum,Bills,F,181470,20131007,2013,Oct,India
Kanpur,2013-12-10,Gold,Food,F,39439,20131210,2013,Dec,India
Kanpur,2014-12-28,Gold,Bills,M,193289,20141228,2014,Dec,India
Chennai,2014-09-24,Gold,Bills,F,297895,20140924,2014,Sep,India
Kolkata,2014-01-08,Gold,Grocery,F,99263,20140108,2014,Jan,India
Hyderabad,2014-09-12,Silver,Entertainment,F,279041,20140912,2014,Sep,India
Kanpur,2015-04-30,Silver,Entertainment,F,59723,20150430,2015,Apr,India
Surat,2013-11-26,Signature,Entertainment,F,248936,20131126,2013,Nov,India
Hyderabad,2014-03-28,Platinum,Fuel,M,169827,20140328,2014,Mar,India
Kanpur,2014-07-02,Platinum,Bills,M,50076,20140702,2014,Jul,India
Chennai,2014-02-08,Gold,Bills,F,203540,20140208,2014,Feb,India
Chennai,2014-09-02,Platinum,Grocery,M,148155,20140902,2014,Sep,India
Chennai,2014-05-04,Gold,Entertainment,M,266619,20140504,2014,May,India
Pune,2015-01-02,Silver,Fuel,M,280989,20150102,2015,Jan,India
Chennai,2014-01-21,Signature,Entertainment,M,135170,20140121,2014,Jan,India
Pune,2014-03-16,Silver,Bills,F,142840,20140316,2014,Mar,India
Jaipur,2014-02-22,Silver,Fuel,M,224158,20140222,2014,Feb,India
Pune,2014-12-26,Gold,Entertainment,M,124865,20141226,2014,Dec,India
Kanpur,2014-07-26,Gold,Entertainment,M,273049,20140726,2014,Jul,India
Surat,2013-10-11,Platinum,Food,F,216281,20131011,2013,Oct,India
Surat,2015-05-05,Silver,Food,F,249783,20150505,2015,May,India
Kolkata,2014-11-13,Platinum,Entertainment,F,7622,20141113,2014,Nov,India
Lucknow,2014-05-11,Gold,Grocery,F,113180,20140511,2014,May,India
Jaipur,2014-11-17,Platinum,Food,M,53031,20141117,2014,Nov,India
Lucknow,2014-07-02,Signature,Bills,M,89719,20140702,2014,Jul,India
Kanpur,2014-10-04,Platinum,Fuel,F,96252,20141004,2014,Oct,India
Hyderabad,2014-03-07,Silver,Grocery,F,1822,20140307,2014,Mar,India
Jaipur,2014-12-02,Signature,Food,M,184504,20141202,2014,Dec,India
Lucknow,2014-10-27,Platinum,Bills,M,10673,20141027,2014,Oct,India
Pune,2014-04-27,Silver,Fuel,F,254915,20140427,2014,Apr,India
Kanpur,2014-12-21,Signature,Fuel,M,131058,20141221,2014,Dec,India
Chennai,2014-06-10,Silver,Entertainment,M,53349,20140610,2014,Jun,India
Jaipur,2014-06-15,Gold,Bills,F,125371,20140615,2014,Jun,India
Lucknow,2014-07-31,Silver,Food,F,213692,20140731,2014,Jul,India
Jaipur,2013-11-27,Gold,Grocery,F,199820,20131127,2013,Nov,India
Lucknow,2014-02-08,Gold,Grocery,M,133364,20140208,2014,Feb,India
Kanpur,2015-04-30,Silver,Grocery,F,268522,20150430,2015,Apr,India
Kanpur,2014-01-22,Signature,Entertainment,F,61411,20140122,2014,Jan,India
Pune,2014-02-06,Signature,Fuel,F,16886,20140206,2014,Feb,India
Kanpur,2015-04-17,Silver,Bills,M,170976,20150417,2015,Apr,India
Kanpur,2015-04-27,Signature,Bills,F,251969,20150427,2015,Apr,India
Chennai,2014-10-20,Gold,Bills,F,53852,20141020,2014,Oct,India
Chennai,2014-02-23,Gold,Entertainment,F,124314,20140223,2014,Feb,India
Surat,2013-11-21,Signature,Entertainment,F,25258,20131121,2013,Nov,India
Hyderabad,2014-06-29,Gold,Bills,F,178463,20140629,2014,Jun,India
Surat,2014-03-12,Gold,Food,F,257484,20140312,2014,Mar,India
Pune,2013-11-14,Silver,Bills,F,125611,20131114,2013,Nov,India
Kolkata,2014-06-02,Silver,Entertainment,M,105736,20140602,2014,Jun,India
Kanpur,2015-03-15,Platinum,Grocery,M,267031,20150315,2015,Mar,India
Kanpur,2014-12-10,Platinum,Food,F,46023,20141210,2014,Dec,India
Jaipur,2014-02-15,Gold,Food,F,177457,20140215,2014,Feb,India
Lucknow,2014-08-19,Signature,Entertainment,M,250940,20140819,2014,Aug,India
Kanpur,2014-11-18,Gold,Fuel,F,122732,20141118,2014,Nov,India
Jaipur,2015-02-08,Silver,Entertainment,F,44486,20150208,2015,Feb,India
Pune,2014-11-23,Signature,Entertainment,M,59870,20141123,2014,Nov,India
Pune,2014-11-24,Signature,Food,F,33929,20141124,2014,Nov,India
Kolkata,2015-01-26,Signature,Food,M,235178,20150126,2015,Jan,India
Jaipur,2014-06-03,Gold,Grocery,M,159694,20140603,2014,Jun,India
Kanpur,2015-01-27,Signature,Food,F,148597,20150127,2015,Jan,India
Hyderabad,2014-11-02,Signature,Entertainment,F,9590,20141102,2014,Nov,India
Surat,2013-11-13,Silver,Entertainment,F,63191,20131113,2013,Nov,India
Pune,2015-01-24,Gold,Bills,F,203780,20150124,2015,Jan,India
Surat,2015-03-13,Silver,Fuel,M,150741,20150313,2015,Mar,India
Hyderabad,2015-01-05,Signature,Food,M,201522,20150105,2015,Jan,India
Hyderabad,2014-10-12,Gold,Entertainment,F,11513,20141012,2014,Oct,India
Surat,2014-05-20,Silver,Grocery,M,108546,20140520,2014,May,India
